n_words,n_frozen_layers,accuracy,epoch
10,,0.969355406833392,6
10,,0.9668897499119409,9
10,,0.9679464600211342,3
10,,0.9658330398027475,12
20,-1.0,0.9590080971659919,5
20,-1.0,0.9564777327935222,6
20,-1.0,0.9564777327935222,3
20,-1.0,0.9569838056680162,3
20,-1.0,0.9620445344129555,6
20,-1.0,0.9600202429149798,3
20,-1.0,0.957995951417004,3
20,-1.0,0.9569838056680162,2
20,-1.0,0.9590080971659919,5
20,-1.0,0.9554655870445344,3
20,-1.0,0.957995951417004,4
20,-1.0,0.9569838056680162,9
20,-1.0,0.9559716599190283,3
20,-1.0,0.9610323886639676,8
20,-1.0,0.9574898785425101,14
20,-1.0,0.9595141700404858,7
20,-1.0,0.9595141700404858,3
20,-1.0,0.9564777327935222,6
20,-1.0,0.9549595141700404,5
20,-1.0,0.957995951417004,5
20,-1.0,0.9544534412955465,6
20,-1.0,0.9595141700404858,8
20,-1.0,0.958502024291498,4
20,-1.0,0.9574898785425101,8
20,-1.0,0.9605263157894737,5
20,-1.0,0.9595141700404858,7
20,-1.0,0.9564777327935222,10
20,-1.0,0.9574898785425101,9
20,-1.0,0.9605263157894737,9
20,-1.0,0.9590080971659919,7
20,-1.0,0.9610323886639676,10
20,-1.0,0.957995951417004,2
20,-1.0,0.958502024291498,2
20,-1.0,0.9574898785425101,3
20,-1.0,0.9590080971659919,10
20,-1.0,0.9590080971659919,2
20,-1.0,0.9605263157894737,4
20,-1.0,0.9605263157894737,6
20,-1.0,0.957995951417004,3
20,-1.0,0.9615384615384616,3
20,-1.0,0.9564777327935222,3
20,-1.0,0.9569838056680162,4
20,-1.0,0.9549595141700404,9
20,-1.0,0.9564777327935222,8
20,-1.0,0.9595141700404858,6
20,-1.0,0.9569838056680162,8
20,-1.0,0.9595141700404858,4
20,-1.0,0.9534412955465587,6
20,-1.0,0.9595141700404858,5
20,-1.0,0.9529352226720648,13
20,12.0,0.951417004048583,19
20,12.0,0.9529352226720648,19
20,12.0,0.9534412955465587,20
20,12.0,0.9524291497975709,15
20,12.0,0.951417004048583,20
20,12.0,0.9509109311740891,16
20,12.0,0.9534412955465587,19
20,12.0,0.9539473684210527,17
20,12.0,0.951417004048583,19
20,12.0,0.9534412955465587,18
20,12.0,0.9529352226720648,18
20,12.0,0.9509109311740891,19
20,12.0,0.9524291497975709,20
20,12.0,0.951417004048583,20
20,12.0,0.9519230769230769,18
20,12.0,0.9534412955465587,20
20,12.0,0.9549595141700404,13
20,12.0,0.951417004048583,20
20,12.0,0.9529352226720648,20
20,12.0,0.9534412955465587,17
20,12.0,0.9534412955465587,16
20,12.0,0.951417004048583,13
20,12.0,0.9524291497975709,18
20,12.0,0.9498987854251012,15
20,12.0,0.9529352226720648,14
20,12.0,0.9524291497975709,18
20,12.0,0.9534412955465587,16
20,12.0,0.9509109311740891,19
20,12.0,0.9524291497975709,10
20,12.0,0.9549595141700404,19
20,12.0,0.9534412955465587,20
20,12.0,0.9534412955465587,13
20,12.0,0.9544534412955465,14
20,12.0,0.951417004048583,19
20,12.0,0.9539473684210527,19
20,12.0,0.9529352226720648,18
20,12.0,0.9529352226720648,16
20,12.0,0.9534412955465587,15
20,12.0,0.9519230769230769,16
20,12.0,0.9529352226720648,16
20,12.0,0.9529352226720648,18
20,12.0,0.9549595141700404,19
20,12.0,0.9524291497975709,19
20,12.0,0.9509109311740891,20
20,12.0,0.9529352226720648,15
20,12.0,0.9534412955465587,16
20,12.0,0.9544534412955465,17
20,12.0,0.9524291497975709,20
20,12.0,0.9539473684210527,20
20,12.0,0.9524291497975709,19
20,11.0,0.9524291497975709,4
20,11.0,0.9529352226720648,5
20,11.0,0.9524291497975709,2
20,11.0,0.9554655870445344,8
20,11.0,0.9534412955465587,3
20,11.0,0.9569838056680162,9
20,11.0,0.9509109311740891,12
20,11.0,0.9544534412955465,3
20,11.0,0.9534412955465587,3
20,11.0,0.9534412955465587,10
20,11.0,0.9524291497975709,6
20,11.0,0.9559716599190283,13
20,11.0,0.9554655870445344,12
20,11.0,0.9534412955465587,2
20,11.0,0.951417004048583,5
20,11.0,0.9554655870445344,9
20,11.0,0.9534412955465587,7
20,11.0,0.9549595141700404,15
20,11.0,0.9539473684210527,7
20,11.0,0.9534412955465587,9
20,11.0,0.9544534412955465,3
20,11.0,0.9554655870445344,20
20,11.0,0.9564777327935222,5
20,11.0,0.9534412955465587,4
20,11.0,0.9559716599190283,9
20,11.0,0.9544534412955465,5
20,11.0,0.9519230769230769,4
20,11.0,0.9539473684210527,3
20,11.0,0.9549595141700404,5
20,11.0,0.9554655870445344,6
20,11.0,0.9539473684210527,12
20,11.0,0.9519230769230769,5
20,11.0,0.9554655870445344,15
20,11.0,0.9529352226720648,10
20,11.0,0.9534412955465587,7
20,11.0,0.9574898785425101,8
20,11.0,0.9539473684210527,5
20,11.0,0.9549595141700404,4
20,11.0,0.9544534412955465,7
20,11.0,0.9519230769230769,6
20,11.0,0.951417004048583,2
20,11.0,0.9519230769230769,8
20,11.0,0.9569838056680162,13
20,11.0,0.951417004048583,3
20,11.0,0.9544534412955465,7
20,11.0,0.9504048582995951,7
20,11.0,0.9539473684210527,6
20,11.0,0.9539473684210527,9
20,11.0,0.9529352226720648,3
20,11.0,0.9529352226720648,8
20,10.0,0.9549595141700404,10
20,10.0,0.9554655870445344,6
20,10.0,0.957995951417004,4
20,10.0,0.9544534412955465,3
20,10.0,0.9544534412955465,3
20,10.0,0.9559716599190283,8
20,10.0,0.9554655870445344,10
20,10.0,0.9544534412955465,3
20,10.0,0.9564777327935222,2
20,10.0,0.9539473684210527,12
20,10.0,0.9554655870445344,6
20,10.0,0.9574898785425101,6
20,10.0,0.9544534412955465,10
20,10.0,0.9569838056680162,4
20,10.0,0.9539473684210527,3
20,10.0,0.9524291497975709,2
20,10.0,0.9544534412955465,4
20,10.0,0.9544534412955465,7
20,10.0,0.9539473684210527,3
20,10.0,0.9559716599190283,3
20,10.0,0.9564777327935222,4
20,10.0,0.9554655870445344,7
20,10.0,0.9564777327935222,5
20,10.0,0.9549595141700404,4
20,10.0,0.9529352226720648,2
20,10.0,0.9544534412955465,6
20,10.0,0.9559716599190283,2
20,10.0,0.9549595141700404,6
20,10.0,0.9544534412955465,5
20,10.0,0.9564777327935222,4
20,10.0,0.958502024291498,4
20,10.0,0.9554655870445344,2
20,10.0,0.9544534412955465,5
20,10.0,0.9534412955465587,2
20,10.0,0.9554655870445344,6
20,10.0,0.9559716599190283,2
20,10.0,0.9574898785425101,4
20,10.0,0.9559716599190283,4
20,10.0,0.9590080971659919,4
20,10.0,0.9574898785425101,5
20,10.0,0.9559716599190283,4
20,10.0,0.9534412955465587,2
20,10.0,0.9569838056680162,4
20,10.0,0.9554655870445344,4
20,10.0,0.9559716599190283,3
20,10.0,0.9569838056680162,4
20,10.0,0.9539473684210527,6
20,10.0,0.957995951417004,6
20,10.0,0.9564777327935222,6
20,10.0,0.9549595141700404,4
20,9.0,0.9569838056680162,3
20,9.0,0.9554655870445344,2
20,9.0,0.9539473684210527,2
20,9.0,0.9564777327935222,6
20,9.0,0.9564777327935222,5
20,9.0,0.9549595141700404,4
20,9.0,0.9549595141700404,10
20,9.0,0.9590080971659919,4
20,9.0,0.9590080971659919,4
20,9.0,0.9554655870445344,2
20,9.0,0.9574898785425101,9
20,9.0,0.957995951417004,3
20,9.0,0.9564777327935222,4
20,9.0,0.957995951417004,5
20,9.0,0.9569838056680162,6
20,9.0,0.9595141700404858,7
20,9.0,0.9559716599190283,3
20,9.0,0.9595141700404858,5
20,9.0,0.9569838056680162,12
20,9.0,0.957995951417004,5
20,9.0,0.9549595141700404,16
20,9.0,0.9559716599190283,5
20,9.0,0.957995951417004,4
20,9.0,0.9569838056680162,3
20,9.0,0.9569838056680162,4
20,9.0,0.9544534412955465,3
20,9.0,0.958502024291498,3
20,9.0,0.9564777327935222,10
20,9.0,0.957995951417004,5
20,9.0,0.9559716599190283,3
20,9.0,0.9574898785425101,6
20,9.0,0.9595141700404858,4
20,9.0,0.9564777327935222,6
20,9.0,0.958502024291498,5
20,9.0,0.9559716599190283,5
20,9.0,0.957995951417004,3
20,9.0,0.9549595141700404,4
20,9.0,0.957995951417004,3
20,9.0,0.957995951417004,4
20,9.0,0.9574898785425101,3
20,9.0,0.9554655870445344,3
20,9.0,0.9559716599190283,7
20,9.0,0.9564777327935222,4
20,9.0,0.958502024291498,7
20,9.0,0.9549595141700404,4
20,9.0,0.957995951417004,9
20,9.0,0.9554655870445344,3
20,9.0,0.9574898785425101,4
20,9.0,0.9574898785425101,4
20,9.0,0.9534412955465587,2
20,8.0,0.957995951417004,2
20,8.0,0.958502024291498,3
20,8.0,0.957995951417004,3
20,8.0,0.958502024291498,5
20,8.0,0.958502024291498,8
20,8.0,0.9595141700404858,4
20,8.0,0.957995951417004,3
20,8.0,0.9615384615384616,3
20,8.0,0.957995951417004,7
20,8.0,0.9549595141700404,2
20,8.0,0.957995951417004,7
20,8.0,0.9615384615384616,6
20,8.0,0.9559716599190283,4
20,8.0,0.9539473684210527,3
20,8.0,0.9559716599190283,3
20,8.0,0.9564777327935222,9
20,8.0,0.9574898785425101,4
20,8.0,0.9574898785425101,8
20,8.0,0.958502024291498,3
20,8.0,0.9564777327935222,4
20,8.0,0.9590080971659919,2
20,8.0,0.9564777327935222,3
20,8.0,0.9595141700404858,4
20,8.0,0.9554655870445344,3
20,8.0,0.9569838056680162,2
20,8.0,0.9554655870445344,5
20,8.0,0.9595141700404858,4
20,8.0,0.9600202429149798,6
20,8.0,0.9569838056680162,3
20,8.0,0.9574898785425101,8
20,8.0,0.9574898785425101,3
20,8.0,0.9559716599190283,6
20,8.0,0.9574898785425101,6
20,8.0,0.9595141700404858,3
20,8.0,0.9574898785425101,2
20,8.0,0.9549595141700404,3
20,8.0,0.9590080971659919,4
20,8.0,0.9590080971659919,4
20,8.0,0.958502024291498,4
20,8.0,0.9590080971659919,3
20,8.0,0.9600202429149798,5
20,8.0,0.9559716599190283,8
20,8.0,0.9574898785425101,3
20,8.0,0.9559716599190283,17
20,8.0,0.958502024291498,4
20,8.0,0.9559716599190283,2
20,8.0,0.9564777327935222,3
20,8.0,0.9574898785425101,8
20,8.0,0.957995951417004,2
20,8.0,0.9574898785425101,4
20,6.0,0.9574898785425101,3
20,6.0,0.9590080971659919,3
20,6.0,0.958502024291498,7
20,6.0,0.9605263157894737,5
20,6.0,0.9574898785425101,7
20,6.0,0.9605263157894737,3
20,6.0,0.9539473684210527,3
20,6.0,0.9600202429149798,5
20,6.0,0.958502024291498,2
20,6.0,0.9539473684210527,2
20,6.0,0.9539473684210527,2
20,6.0,0.957995951417004,3
20,6.0,0.9569838056680162,9
20,6.0,0.957995951417004,3
20,6.0,0.958502024291498,8
20,6.0,0.9574898785425101,2
20,6.0,0.9595141700404858,6
20,6.0,0.9564777327935222,8
20,6.0,0.9600202429149798,6
20,6.0,0.958502024291498,5
20,6.0,0.958502024291498,10
20,6.0,0.9559716599190283,3
20,6.0,0.957995951417004,6
20,6.0,0.9569838056680162,6
20,6.0,0.9600202429149798,2
20,6.0,0.9554655870445344,2
20,6.0,0.9564777327935222,9
20,6.0,0.957995951417004,6
20,6.0,0.9564777327935222,9
20,6.0,0.9610323886639676,7
20,6.0,0.9519230769230769,9
20,6.0,0.9564777327935222,4
20,6.0,0.9559716599190283,7
20,6.0,0.9590080971659919,5
20,6.0,0.9595141700404858,7
20,6.0,0.958502024291498,3
20,6.0,0.9595141700404858,2
20,6.0,0.9630566801619433,6
20,6.0,0.9569838056680162,2
20,6.0,0.9590080971659919,8
20,6.0,0.9574898785425101,2
20,6.0,0.9564777327935222,8
20,6.0,0.9574898785425101,4
20,6.0,0.958502024291498,9
20,6.0,0.9569838056680162,2
20,6.0,0.9554655870445344,7
20,6.0,0.957995951417004,5
20,6.0,0.9559716599190283,3
20,6.0,0.9569838056680162,4
20,6.0,0.957995951417004,4
20,4.0,0.9615384615384616,7
20,4.0,0.9615384615384616,3
20,4.0,0.9590080971659919,3
20,4.0,0.9590080971659919,5
20,4.0,0.957995951417004,5
20,4.0,0.958502024291498,7
20,4.0,0.9569838056680162,2
20,4.0,0.9610323886639676,3
20,4.0,0.958502024291498,6
20,4.0,0.9569838056680162,9
20,4.0,0.957995951417004,8
20,4.0,0.957995951417004,2
20,4.0,0.9590080971659919,16
20,4.0,0.957995951417004,9
20,4.0,0.9549595141700404,6
20,4.0,0.9549595141700404,9
20,4.0,0.9564777327935222,5
20,4.0,0.9564777327935222,3
20,4.0,0.9544534412955465,14
20,4.0,0.9590080971659919,6
20,4.0,0.9595141700404858,5
20,4.0,0.957995951417004,6
20,4.0,0.958502024291498,3
20,4.0,0.9600202429149798,2
20,4.0,0.958502024291498,6
20,4.0,0.9564777327935222,4
20,4.0,0.9590080971659919,8
20,4.0,0.957995951417004,5
20,4.0,0.9569838056680162,8
20,4.0,0.957995951417004,7
20,4.0,0.9595141700404858,4
20,4.0,0.958502024291498,2
20,4.0,0.9574898785425101,10
20,4.0,0.958502024291498,3
20,4.0,0.9595141700404858,6
20,4.0,0.9600202429149798,8
20,4.0,0.9554655870445344,6
20,4.0,0.9574898785425101,9
20,4.0,0.958502024291498,2
20,4.0,0.957995951417004,4
20,4.0,0.9590080971659919,3
20,4.0,0.9554655870445344,3
20,4.0,0.9600202429149798,13
20,4.0,0.9569838056680162,4
20,4.0,0.958502024291498,8
20,4.0,0.957995951417004,5
20,4.0,0.9559716599190283,4
20,4.0,0.9559716599190283,4
20,4.0,0.9630566801619433,6
20,4.0,0.9635627530364372,4
20,2.0,0.9539473684210527,4
20,2.0,0.957995951417004,5
20,2.0,0.9574898785425101,6
20,2.0,0.9590080971659919,6
20,2.0,0.9574898785425101,7
20,2.0,0.9574898785425101,8
20,2.0,0.958502024291498,4
20,2.0,0.957995951417004,5
20,2.0,0.9574898785425101,8
20,2.0,0.9564777327935222,3
20,2.0,0.9590080971659919,3
20,2.0,0.9554655870445344,6
20,2.0,0.957995951417004,4
20,2.0,0.9574898785425101,15
20,2.0,0.9564777327935222,10
20,2.0,0.9605263157894737,3
20,2.0,0.9595141700404858,5
20,2.0,0.9600202429149798,7
20,2.0,0.9564777327935222,4
20,2.0,0.958502024291498,3
20,2.0,0.958502024291498,2
20,2.0,0.9539473684210527,8
20,2.0,0.9539473684210527,8
20,2.0,0.9574898785425101,6
20,2.0,0.9600202429149798,8
20,2.0,0.9574898785425101,2
20,2.0,0.9610323886639676,3
20,2.0,0.9574898785425101,6
20,2.0,0.9595141700404858,3
20,2.0,0.9595141700404858,6
20,2.0,0.957995951417004,3
20,2.0,0.957995951417004,4
20,2.0,0.9559716599190283,3
20,2.0,0.9574898785425101,9
20,2.0,0.9569838056680162,6
20,2.0,0.9564777327935222,10
20,2.0,0.9590080971659919,5
20,2.0,0.9600202429149798,2
20,2.0,0.9595141700404858,6
20,2.0,0.9569838056680162,6
20,2.0,0.957995951417004,5
20,2.0,0.9559716599190283,6
20,2.0,0.9595141700404858,9
20,2.0,0.9554655870445344,7
20,2.0,0.9615384615384616,3
20,2.0,0.957995951417004,2
20,2.0,0.9549595141700404,2
20,2.0,0.9539473684210527,3
20,2.0,0.9559716599190283,5
20,2.0,0.9610323886639676,4
20,0.0,0.9600202429149798,3
20,0.0,0.9569838056680162,13
20,0.0,0.9569838056680162,4
20,0.0,0.9569838056680162,2
20,0.0,0.9610323886639676,3
20,0.0,0.957995951417004,4
20,0.0,0.9554655870445344,5
20,0.0,0.9564777327935222,9
20,0.0,0.9564777327935222,4
20,0.0,0.9610323886639676,6
20,0.0,0.9600202429149798,5
20,0.0,0.9559716599190283,2
20,0.0,0.9595141700404858,5
20,0.0,0.9564777327935222,4
20,0.0,0.9559716599190283,2
20,0.0,0.9595141700404858,6
20,0.0,0.9534412955465587,3
20,0.0,0.957995951417004,7
20,0.0,0.9574898785425101,7
20,0.0,0.9554655870445344,8
20,0.0,0.9574898785425101,2
20,0.0,0.9559716599190283,6
20,0.0,0.958502024291498,4
20,0.0,0.957995951417004,3
20,0.0,0.9524291497975709,8
20,0.0,0.9610323886639676,7
20,0.0,0.9610323886639676,8
20,0.0,0.9605263157894737,16
20,0.0,0.9600202429149798,7
20,0.0,0.9615384615384616,15
20,0.0,0.9610323886639676,8
20,0.0,0.9595141700404858,7
20,0.0,0.9590080971659919,5
20,0.0,0.958502024291498,8
20,0.0,0.958502024291498,10
20,0.0,0.9539473684210527,7
20,0.0,0.9554655870445344,6
20,0.0,0.9569838056680162,4
20,0.0,0.9569838056680162,6
20,0.0,0.9615384615384616,5
20,0.0,0.958502024291498,4
20,0.0,0.957995951417004,3
20,0.0,0.9564777327935222,10
20,0.0,0.9590080971659919,5
20,0.0,0.9610323886639676,9
20,0.0,0.9590080971659919,3
20,0.0,0.957995951417004,3
20,0.0,0.9554655870445344,7
20,0.0,0.957995951417004,7
20,0.0,0.9620445344129555,7
20,,0.9590080971659919,4
20,,0.9564777327935222,5
20,,0.9590080971659919,18
20,,0.9600202429149798,5
20,,0.9549595141700404,3
20,,0.9549595141700404,5
20,,0.957995951417004,6
20,,0.9620445344129555,4
20,,0.9615384615384616,6
20,,0.9534412955465587,5
20,,0.9595141700404858,5
20,,0.9595141700404858,7
20,,0.9590080971659919,3
20,,0.957995951417004,5
20,,0.9569838056680162,3
20,,0.9625506072874493,7
20,,0.958502024291498,3
20,,0.9564777327935222,4
20,,0.958502024291498,3
20,,0.957995951417004,8
20,,0.957995951417004,3
20,,0.9590080971659919,3
20,,0.958502024291498,6
20,,0.9559716599190283,3
20,,0.9590080971659919,4
20,,0.9559716599190283,2
20,,0.9559716599190283,6
20,,0.9595141700404858,2
20,,0.9590080971659919,4
20,,0.9595141700404858,8
20,,0.9595141700404858,7
20,,0.9564777327935222,8
20,,0.9590080971659919,3
20,,0.9564777327935222,10
20,,0.9564777327935222,11
20,,0.9564777327935222,3
20,,0.9554655870445344,9
20,,0.9590080971659919,4
20,,0.9539473684210527,7
20,,0.9559716599190283,3
20,,0.958502024291498,6
20,,0.9559716599190283,5
20,,0.958502024291498,8
20,,0.9610323886639676,3
20,,0.9554655870445344,3
20,,0.9574898785425101,4
20,,0.958502024291498,10
20,,0.9615384615384616,3
20,,0.9600202429149798,3
20,,0.9620445344129555,4
